Nazwisko aktualne,Liczba
DZIĘSŁAW,45
DZIKOŃSKA,45
EICHHORST,45
EMERT,45
ERET,45
FABJANOWSKA,45
FALCZYŃSKA,45
FAUCZ,45
FEDNAR,45
FEDORSKA,45
FOLCZYŃSKA,45
FOLFAS,45
FORNEK,45
FRASOŃSKA,45
FRIESE,45
FRITZKOWSKA,45
GABAŃSKA,45
GALEC,45
GALICZAK,45
GALISZ,45
GAŁĄZKOWSKA,45
GANDZIARSKA,45
GARWARSKA,45
GASIKOWSKA,45
GELIŃSKA,45
GIBNIEWSKA,45
GILLER,45
GINEL,45
GLENSZCZYK,45
GLET,45
GŁUCHY,45
GMOSIŃSKA,45
GNEROWICZ,45
GOGÓŁKA,45
GOIKE,45
GOLDSZTAJN,45
GONDELA,45
GORSKI,45
GORSZKA,45
GRABCZEWSKA,45
GRANDKE,45
GRANISZEWSKA,45
GREINKE,45
GRENZ,45
GRUCELSKA,45
GRUHN,45
GRUSZEWICZ,45
GRYSZUN,45
GRZANEK,45
GRZEBIELSKA,45
GRZEŚCZAK,45
GRZYMAŁOWSKA,45
GRZYMOWICZ,45
GUGAŁKA,45
GUTAROWSKA,45
HACZ,45
HAKUBA,45
HANCZYN,45
HANELT,45
HANYS,45
HARNOS,45
HARZYŃSKA,45
HAUPTMAN,45
HELLEBRANDT,45
HEREŹNIAK,45
HERLICZKA,45
HETMANEK,45
HILDEBRAŃSKA,45
HŁADYSZEWSKA,45
HNATOWSKA,45
HOFLER,45
HOLAŚ,45
HORACZY,45
HOYER,45
HUDZIKOWSKA,45
HUMAŃSKA,45
HŰBNER,45
HYCKOWSKA,45
HYNAS,45
HYZOPSKA,45
IMIOŁA,45
JADWIDZIC,45
JAESCHKE,45
JAGLA,45
JAGSCH,45
JAKIELCZYK,45
JAKSAN,45
JAKSY,45
JAKUTA,45
JAMNICKA,45
JANYSZKO,45
JARGOT,45
JARMUSZEWICZ,45
JARUZAL,45
JARZEMBEK,45
JAWNA,45
JEDWABNIK,45
JEN,45
JEONG,45
JERDONEK,45
JEWSIEWICKA,45
JEWUSIAK,45
JEŻMAŃSKA,45
JÓZEFIK,45
JUSKA,45
KABASA,45
KABATEK,45
KACUGA,45
KAJTA,45
KAKAŁA,45
KALACIŃSKA,45
KAMM,45
KAPTACZ,45
KARWACIŃSKA,45
KARWACZ,45
KARWACZKA,45
KARZYŃSKA,45
KASICZAK,45
KASZUCKA,45
KAZNOCHA,45
KEISTER,45
KELMAN,45
KHOKHLOVA,45
KIEWLICZ,45
KINDZIUK,45
KIRICHENKO,45
KISZKOWSKA,45
KIZIUKIEWICZ,45
KLAN,45
KLIMOVICH,45
KLIMSKA,45
KLUCK,45
KŁOPOTEK-GŁÓWCZEWSKA,45
KŁOSKA,45
KŁUTKOWSKA,45
KNOPA,45
KNOPCZYŃSKA,45
KOBYLCZAK,45
KOCIOŁKOWSKA,45
KOCZAJA,45
KOCZAŃSKA,45
KOLASZT,45
KOLENDERSKA,45
KOŁTUNIUK,45
KOMAKOWSKA,45
KONCZYŃSKA,45
KONONCHUK,45
KONYK,45
KOPINIAK,45
KOPIWODA,45
KOPKOWSKA,45
KOPYTYŃSKA,45
KORF,45
KORNATKO,45
KORNEĆ,45
KORNELSKA,45
KOROTKA,45
KOSIBOR,45
KOSSON,45
KOSTUŃ,45
KOSZUK,45
KOŚCISTA,45
KOŚCIUG,45
KOTTLEWSKA,45
KOTUL,45
KOTZUR,45
KOWALEW,45
KOZELAN,45
KOZIAN,45
KOŻUSZNIK,45
KRAHL,45
KRAŚNIEWICZ,45
KRATZ,45
KRELA,45
KRELLA,45
KRETTEK,45
KRĘĆ,45
KRUCZ,45
KRYNKE,45
KRYSZTOFEK,45
KRZYKAWIAK,45
KRZYKOS,45
KRZYSZKOWIAK,45
KUBON,45
KUCHMACZ,45
KUKŁA,45
KULBIŃSKA,45
KULICZ,45
KULPECKA,45
KUMANOWICZ,45
KUNKE,45
KUPFERSCHMIDT,45
KURBANOVA,45
KURKAREWICZ,45
KURKOWICZ,45
KURZĘCKA,45
KUZMINSKA,45
KUŻBIEL,45
KWICZAŁA,45
KWOCZ,45
KYRYLOVA,45
LABICKA,45
LAMBERSKA,45
LAMPE,45
LAPINA,45
LASIŃSKA,45
LAZARSKA,45
LEGINOWICZ,45
LEGOCKA,45
LEONKIEWICZ,45
LEVANDOVSKA,45
LEWONOWSKA,45
LIGUZIŃSKA,45
LING,45
LIPOWIEC,45
LIPSKI,45
LISZCZYŃSKA,45
LISZKO,45
LIZON,45
LOSSY,45
LUBERECKA,45
LUTSIUK,45
ŁAPTAS,45
ŁATAS,45
ŁEBKO,45
ŁOTKO,45
ŁYSZCZAREK,45
MACHACKA,45
MACHECKA,45
MACIOR,45
MACIUSZCZAK,45
MADYŃSKA,45
MAGOTT,45
MAJZA,45
MAKIJEWSKA,45
MAKOVSKA,45
MAŁSZYCKA,45
MAMORSKA,45
MANDRA,45
MANIEK,45
MARCINCZYK,45
MARMUSZEWSKA,45
MARSZALSKA,45
MARYNIACZYK,45
MASICZ,45
MASKIERA,45
MASTALERSKA,45
MATASEK,45
MATŁACH,45
MEDAJ,45
MERWART,45
MICZULSKA,45
MIDZIAK,45
MIECZYKOWSKA,45
MIELCZARZ,45
MIĘSO,45
MIJACZ,45
MIKITÓW,45
MIKUŁKA,45
MIŁOSIERNA,45
MINAS,45
MISALSKA,45
MOCKA,45
MOCKAŁO,45
MOSIOŁ,45
MROZIEWSKA,45
MURLEWSKA,45
NADYMUS,45
NAJBEREK,45
NAJBERT,45
NANASZKO,45
NARAZIŃSKA,45
NASIEWICZ,45
NATH,45
NAZDROWICZ,45
NIEDOBYLSKA,45
NIEMOWNA,45
NOGAŁA,45
NOISZEWSKA,45
NOWIERSKA,45
NOWOSIAK,45
OBOŃSKA,45
OBOROWSKA,45
OBYDŹ,45
OCETKIEWICZ,45
ODEBRALSKA,45
OFFERT,45
OFIARSKA,45
OKSZTULSKA,45
OKULCZYK,45
OKUPIŃSKA,45
OLASZEWSKA,45
OLIWKIEWICZ,45
OŁUB,45
ORESZCZUK,45
ORZĘCKA,45
OSENKA,45
OSIĘGŁOWSKA,45
OSTWALD,45
OSYPCHUK,45
OŚLIŹLOK,45
OWECKA,45
OŻGO,45
PADAŁA,45
PADUSZEK,45
PAŁUCHOWSKA,45
PANCZYKOWSKA,45
PANTKE,45
PARADIUK,45
PASIS,45
PAŚK,45
PATRA,45
PATROWICZ,45
PATRYJAS,45
PĄTEK,45
PEREKITKO,45
PERSIŃSKA,45
PERSZKE,45
PESZCZYŃSKA,45
PETK,45
PETROVIĆ,45
PIEKIELSKA,45
PIELACKA,45
PIETKOWSKA,45
PIETRANIUK,45
PIETRYNKO,45
PIGULA,45
PINKER,45
PISKORCZYK,45
PLACHIMOWICZ,45
PLENKIEWICZ,45
PLESKOWICZ,45
PLESNAR,45
PLISKO,45
PLISZ,45
PŁASZCZ,45
PŁONEK,45
POBIDYŃSKA,45
PODLADOWSKA,45
PODLASIEWICZ,45
PODSADNIAK,45
PODSKOK,45
PODWIĄZKA,45
POKRĘTOWSKA,45
POKWAPISZ,45
POLOSZYK,45
POŁOWSKA,45
POMARKIEWICZ,45
POMIECIŃSKA,45
PONKA,45
PORADKA,45
PORWISIAK,45
POSZELĘŻNA,45
POTAPIUK,45
PRIETZ,45
PRZECISZEWSKA,45
PRZEWDZIECKA,45
PRZEWOSKA,45
PRZEZAK,45
PRZYBYŁKIEWICZ,45
PRZYWÓZKA,45
PUCYŁO,45
PUROWSKA,45
PYLYPIUK,45
PYRSKA,45
PYRZAKOWSKA,45
RABASZOWSKA,45
RADAJAK,45
RADLICKA,45
RADZI,45
RADZIWOŃ,45
RAPACEWICZ,45
RAUT,45
RAYSKA,45
REBAJN,45
REMELSKA,45
ROBENEK,45
ROBOK,45
ROHLOFF,45
ROSOCHOWICZ,45
ROSOWIECKA,45
ROŚKOWICZ,45
ROZDZIALIK,45
RUBLEWSKA,45
RUDEL,45
RUDNIEWSKA,45
RUDNIKOWSKA,45
RUKŚĆ,45
RUSYNIAK,45
RYDLEWICZ,45
RYNEK,45
RZATKOWSKA,45
RZĘDOWSKA,45
SAFIAŃCZUK,45
SAKŁAWSKA,45
SAMOLIŃSKA,45
SAVYCH,45
SCECEWICZ,45
SENTOWSKA,45
SENYSZYN,45
SERAFICKA,45
SĘDER,45
SĘDZIELOWSKA,45
SĘKAL,45
SHVORAK,45
SIASTACZ,45
SICHMA,45
SIECZYŃSKA,45
SIEDLICH,45
SIEDZIEWSKA,45
SIEMDAJ,45
SIEMKOWICZ,45
SIERAGA,45
SIERGIEJEWICZ,45
SIERLECKA,45
SIROŃ,45
SKARBECKA,45
SKIERECKA,45
SKOBELSKA,45
SKOCZOWSKA,45
SKOROCH,45
SKORUPINSKA,45
SKRABKA,45
SKRZYDLIŃSKA,45
SKRZYPCZUK,45
SKWARCZOWSKA,45
SLOBODENIUK,45
SŁODZINKA,45
SŁOMION,45
SŁUPNA,45
SMOLIBOWSKA,45
SMOROWIŃSKA,45
SOKURENKO,45
SOŁDYGA,45
SPANIALSKA,45
SPICKER,45
SPIERZAK,45
SPIRALSKA,45
STADNICZENKO,45
STAMBROWSKA,45
STANCZAK,45
STANGRECKA,45
STANKEVICH,45
STAŃDA,45
STARGAŁA,45
STASIAKIEWICZ,45
STAWOSKA,45
STEBLECKA,45
STECEWICZ,45
STEFFAN,45
STEMPKOWICZ,45
STODOŁA,45
STROJKOWSKA,45
STRZEBAK,45
STUDNICZEK,45
STYPULSKA,45
SUDYK,45
SUDZIK,45
SUPLEWSKA,45
SYGACZ,45
SYGOWSKA,45
SYNDOMAN,45
SZACHNOWICZ,45
SZAFNICKA,45
SZALEJ,45
SZCZEBLOWSKA,45
SZCZEPAŃSKI,45
SZCZUBLIŃSKA,45
SZECHYŃSKA,45
SZETLAK,45
SZKOPKOWSKA,45
SZMAK,45
SZMULSKA,45
SZMYTKIEWICZ,45
SZOEN,45
SZPEFLIK,45
SZPILAREWICZ,45
SZPUGA,45
SZTANGA,45
SZTEJNER,45
SZTORMOWSKA,45
SZUBAŃSKA,45
SZULEKA,45
SZUSTA,45
SZWAJLIK,45
SZYCHLIŃSKA,45
SZYĆKO,45
SZYMANEL,45
SZYMCZAKIEWICZ,45
SZYMKUN,45
ŚCIGAJŁO,45
ŚCISKAŁA,45
ŚWIĘTNICKA,45
ŚWIŃCZYK,45
ŚWISZCZOROWSKA,45
ŚWITLIŃSKA,45
TARASZCZUK,45
TAUBERT,45
TAUT,45
TENENTKA,45
TEREK,45
THOMS,45
TIMM,45
TOMASIŃSKA,45
TRAPKOWSKA,45
TRĄBICKA,45
TRENTKIEWICZ,45
TRZEBNA,45
TRZUSKOT,45
TUDELA,45
TUŁECKA,45
TURCZUK,45
TUTUCKA,45
TYMOFIEIEVA,45
UMANETS,45
UNRUH,45
URYNIAK,45
US,45
USAK,45
USTJANOWSKA,45
UTIKAL,45
WALCZYSKO,45
WALISZAK,45
WALNICZEK,45
WALOSEK,45
WANDOWSKA,45
WARCHOŁEK,45
WARSZAKOWSKA,45
WAWRYKOWICZ,45
WĄCZEK,45
WECZEREK,45
WENDOWSKA,45
WIC,45
WICENTY,45
WICIJOWSKA,45
WIELCZYK,45
WIERASZKO,45
WIKLAŃSKA,45
WILLICH,45
WINOGRAD,45
WIŚKOWSKA,45
WITAKOWSKA,45
WŁOCHACZ,45
WOJDYN,45
WOJT,45
WOJTYNKA,45
WOLKE,45
WYLANDOWSKA,45
WYŁUPSKA,45
YAKYMETS,45
YURIEVA,45
ZABURKO,45
ZADROŻYŃSKA,45
ZAGOLA,45
ZAGZIŁ,45
ZAHOR,45
ZAJT,45
ZALASZEWSKA,45
ZALITA,45
ZAMŁYNNA,45
ZAWIS,45
ZAZIĄBŁO,45
ZENTKOWSKA,45
ZGID,45
ZUWALSKA,45
ZWOLEŃ,45
ZYBLEWSKA,45
ŻALIK,45
ŻARŁAK,45
ŻECHOWSKA,45
ŻEMAJDUK,45
ŻMIEŃKO,45
ŻYDANOWICZ,45
ADRIANEK,44
ALIEKSIEIENKO,44
ANDRUSZEWICZ,44
APLAS,44
ARAJ,44
ARTECKA,44
BADZIĄGOWSKA,44
BAGNECKA,44
BAIER,44
BAJÓR,44
BAKAL,44
BAŁDO,44
BAŁUCZYŃSKA,44
BANDOS,44
BANULSKA,44
BARCIŚ,44
BARDEL,44
BARDZEL,44
BARSZCZUK,44
BARUCIAK,44
BAUMGARTEN,44
BDZIKOT,44
BEKIERSZ,44
BENDRYN,44
BENIOWSKA,44
BEYGA,44
BEZEG,44
BIENIASZ-KRZYWIEC,44
BIER,44
BIERKO,44
BILIAVSKA,44
BINIAKIEWICZ,44
BLAROWSKA,44
BLASKA,44
BŁASZYŃSKA,44
BOCHNIEWICZ,44
BOGNACKA,44
BOJEMSKA,44
BOJNOWSKA,44
BOLECHAŁA,44
BOŁDOWSKA,44
BOŁOCZKO,44
BORNIŃSKA,44
BORYC,44
BORYSOW,44
BORZYMEK,44
BRANICA,44
BRILL,44
BROMBERG,44
BRONIS,44
BRYC,44
BRYN,44
BUBCZYK,44
BUCHNAT,44
BUCZYŁOWSKA,44
BUDYŃSKA,44
BUDZINOWSKA,44
BUKAL,44
BURBLIS,44
BURDKA,44
BURDZIEJ,44
BUSK,44
BUTANOWICZ,44
BUTORA,44
BYRWA,44
BYTOF,44
CABANOWSKA,44
CEBEŃKO,44
CECELAK,44
CHABUZ,44
CHACHLICA,44
CHACZKO,44
CHAŁAJ,44
CHIŻYŃSKA,44
CHLIPALSKA,44
CHRAPKOWICZ,44
CHRZCZONOWSKA,44
CHUDEUSZ,44
CHUTKO,44
CHYMKOWSKA,44
CIECHAROWSKA,44
CIELĘCY,44
CIRYT,44
CISEŁ,44
CISIAK,44
CZAJAK,44
CZAJĘCKA,44
CZARNEWICZ,44
CZARNOMYSA,44
CZAUSZ,44
CZEKALA,44
DAMBOŃ,44
DARMOSZ,44
DEJEK,44
DEPCZYK,44
DEPKA PRĄDZINSKA,44
DERACH,44
DISTEL,44
DOMBKOWSKA,44
DONIGIEWICZ,44
DOVHA,44
DRAPICH,44
DUBINIEC,44
DUDYCH,44
DUMANSKA,44
DURAŃCZYK,44
DUŻYJA,44
DYGNOS,44
DYMANOWSKA,44
DYMOWICZ,44
DZBUK,44
DZIADUR,44
DZIARDZIEL,44
DZIATKO,44
DZIEKOŃ,44
DZIEMBOR,44
DZIODZIO,44
DZIWEŃKA,44
EMERLE,44
EXNER,44
FABIJAN,44
FAJKIEL,44
FEISTER,44
FERDA,44
FERTSCH,44
FESIUK,44
FESZAK,44
FIBAK,44
FIKAS,44
FILISTOWICZ,44
FIRMUGA,44
FIZEK,44
FOBKE,44
FOITZIK,44
FORKASIEWICZ,44
FOSSA,44
FRAGSTEIN,44
FURDYKOŃ,44
FUSY,44
GABIS,44
GACZEWSKA,44
GAJA,44
GARBIŃSKA,44
GĄSIENICA-ROJ,44
GĄSIOROWICZ,44
GEMBALSKA,44
GEMBSKA,44
GERLAK,44
GĘBORA,44
GĘGNIEWICZ,44
GIECKO,44
GIEŁBAGA,44
GIERUSZYŃSKA,44
GIGLEWICZ,44
GILECKA,44
GILIŃSKA,44
GIMPEL,44
GLEWICZ,44
GŁĄBIKOWSKA,44
GŁODNICKA,44
GŁOŚNIAK,44
GNACZYŃSKA,44
GOCZ,44
GOLEŚNY,44
GOLOR,44
GORZUCH,44
GÓRNACKA,44
GREMBOWICZ,44
GREZEL,44
GROMIŃSKA,44
GROSZFELD,44
GRUGIEL,44
GRYBA,44
GRYCEWICZ,44
GUBAS,44
GUMIĘŻNA,44
GUZIEWSKA,44
HABINA,44
HACHUJ,44
HAFTKOWSKA,44
HAŁASIEWICZ,44
HAMANN,44
HANEL,44
HANTULIK,44
HANUSIEWICZ,44
HARŁOŻYŃSKA,44
HEBDZIŃSKA,44
HELLFEUER,44
HENDZELEWSKA,44
HERESZTYN,44
HIEROWSKA,44
HILGNER,44
HNATKIEWICZ,44
HNATKO,44
HOJŁO,44
HORDYNIEC,44
HOROCH,44
HOROSHKO,44
HORWACIK,44
HORZEMPA,44
HRYNIÓW,44
HUBCZAK,44
HUCHLA,44
HURLAK,44
HYLEWSKA,44
ISBRANDT,44
IWA,44
IWIN,44
IZRAELSKA,44
JACOBI,44
JACOBSEN,44
JADZIEWICZ,44
JAGNICKA,44
JAKIMOWSKA,44
JAKUSZYK,44
JANION,44
JANISŁAWSKA,44
JANYSZKA,44
JARMUSIK,44
JASISZCZAK,44
JASZKA,44
JELINOWSKA,44
JENDRUSZ,44
JERCHEL,44
JEZIERCZAK,44
JEŻYKOWSKA,44
JĘDRALSKA,44
JOSICZ,44
JURAN,44
KACIŃSKA,44
KAŁĘDKOWSKA,44
KAMINIECKA,44
KANDALSKA,44
KANTANISTA,44
KAPCIO,44
KAPEJA,44
KAPUŚCIAREK,44
KARAKULA,44
KARIMOVA,44
KARWA,44
KASCHUBA,44
KASIANENKO,44
KASNER,44
KAUFKA,44
KAZUBIŃSKA,44
KĄPAŁA,44
KENTZER,44
KETTNER,44
KIEBUŁA,44
KIEDROŃ,44
KIEJZIK,44
KIELECH,44
KIEROT,44
KIERZYK,44
KILIJAŃCZYK,44
KINDA,44
KISELOVA,44
KLEBAŃSKA,44
KLEMANN,44
KŁUDCZYŃSKA,44
KNIEWSKA,44
KOCUBA,44
KODENIEC,44
KOHL,44
KOLEJKO,44
KOŁOCH,44
KOŁTONIK,44
KOMBORSKA,44
KOMECKA,44
KONDEUSZ,44
KONIETZNY,44
KONYSZ,44
KORBAŃSKA,44
KORCHOWIEC,44
KOREN,44
KORJAT,44
KOROBKO,44
KOROLKIEWICZ,44
KORZECZEK,44
KOSCH,44
KOSOVAN,44
KOSTELNIK,44
KOSZAŃSKA,44
KOŚCIELEWSKA,44
KOŚCIJAŃCZUK,44
KOTYNIEWICZ,44
KOZII,44
KOZIUK,44
KOZUPA,44
KRASOCKA,44
KRAWIETZ,44
KRENTUSZ,44
KROPOP,44
KRÓTKIEWICZ,44
KRYSMAN,44
KRZYKACZ,44
KRZYSZTANOWICZ,44
KRZYŚCIK,44
KUCHENBEKER,44
KUCKO,44
KUCZYKOWSKA,44
KULIBABA,44
KUPICHA,44
KURDZIELEWICZ,44
KURKUL,44
KURPESA,44
KURZYWILK,44
KUSTOŚ,44
KUTWIŃSKA,44
KUTYMA,44
KUWAK,44
KUZIÓW,44
KUŹBIEL,44
KÜHNEL,44
KYCLER,44
KYSIAK,44
LABAN,44
LAHUTA,44
LANIECKA,44
LATAROWSKA,44
LĘDZIŃSKA,44
LIBERMAN,44
LIGĘCKA,44
LIGUDA,44
LIPKA-CHUDZIK,44
LIPPA,44
LOGDAŃSKA,44
LOOS,44
LORAJ,44
LORAŃCZYK,44
LOROCH,44
LUKASHCHUK,44
LUNGU,44
ŁACHAJCZYK,44
ŁAPSZYS,44
ŁOBASIUK,44
MACEŁKO,44
MACIEŃKO,44
MACINKIEWICZ,44
MADELA,44
MAJWALD,44
MAKAREVYCH,44
MAMMADOVA,44
MAMULSKA,44
MANIK,44
MARKOVIĆ,44
MARMAJ,44
MASEŁBAS,44
MATIASIK,44
MATVIIV,44
MELJON,44
MENCFELD,44
MIENSOK,44
MIERCZYŃSKA,44
MIETEŁKA,44
MIKUTOWICZ,44
MIŁKOŚ,44
MISTUR,44
MKHITARYAN,44
MOICZEK,44
MORGUT,44
MORTEL,44
MOSKALCZYK,44
MOTUK,44
MROZEK-GLISZCZYŃSKA,44
MROZINSKA,44
MUCHYŃSKA,44
MYSKO,44
MYŚLIKOWSKA,44
MYŚLIN,44
NAGÓRNIEWICZ,44
NAMYŚLIK,44
NANYS,44
NARCZYK,44
NIEDBAŁO,44
NIESTRZĘBA,44
NIETRESTA,44
NIEWINOWSKA,44
NIZIUK,44
NOIŃSKA,44
NOSSOL,44
NOVIKAVA,44
OH,44
OKRUTNIK,44
OKSENTOWICZ,44
OŁÓWEK,44
OMELJANIUK,44
ONUFRZAK,44
ORYNYCZ,44
ORZECHOWSKI,44
OSTROKOŁOWICZ,44
OTERMAN,44
PACAŁOWSKA,44
PAJDZIŃSKA,44
PAKS,44
PARADOWICZ,44
PARZYDŁO,44
PASON,44
PASTUSIŃSKA,44
PATURY,44
PAVLOVYCH,44
PAWLETTA,44
PAWŁOWIEC,44
PEJAŚ,44
PERC,44
PESZT,44
PETEK,44
PETRECKA,44
PETROWICZ,44
PETRYKÓW,44
PIECHNICZEK,44
PIECIUK,44
PIEŃKOŚ,44
PIĘK,44
PIJAJKO,44
PILISZCZUK,44
PINCZYŃSKA,44
PISZKA,44
PLECIŃSKA,44
PLENCLER,44
PLESZYNIAK,44
PLEŚNIAR,44
PLITTA,44
PLUSKWIK,44
PŁOTALSKA,44
PODCZASI,44
PODHORSKA,44
PODOLCZAK,44
PODOLIAN,44
POGORZALSKA,44
POKROPOWICZ,44
POLSAKIEWICZ,44
POŁKA,44
POŁYNIAK,44
POMAŁECKA,44
POMIŃSKA,44
PONDER,44
PONULAK,44
POROCHOŃSKA,44
POTACZAŁO,44
POTYKANOWICZ,44
PÓŁGRABSKA,44
PÓŁKA,44
PRASOLIK,44
PRĘTCZYŃSKA,44
PROBOSZCZ,44
PROCIEWICZ,44
PROĆKO,44
PRUDZYŃSKA,44
PRUSZOWSKA,44
PRYGOŃ,44
PRYJMA,44
PRZEPIÓRKIEWICZ,44
PRZYWARCZAK,44
PRZYZIÓŁKOWSKA,44
PUBANC,44
PUŁAS,44
PYZIKIEWICZ,44
QIU,44
RACZUK,44
RAĆ,44
RADZIACH,44
RARUS,44
RATASIEWICZ,44
RĄG,44
REBZDA,44
REINER,44
REMBIEWSKA,44
RENARD,44
RENCZ,44
RESHETNIAK,44
ROBECKA,44
ROGASIK,44
ROMAS,44
ROZŁUCKA,44
RÓZICKA,44
RÖSNER,44
RUCH,44
RUCHEL,44
RUDO,44
RUKSZA,44
RYZA,44
RYZOP,44
RZYSZKIEWICZ,44
SABARA,44
SADZISZ,44
SAGUŁA,44
SAHAKYAN,44
SAJBOR,44
SALIJ,44
SALWIK,44
SALZBURG,44
SAMULNIK,44
SANOWSKA,44
SAROL,44
SATOR,44
SĄSAŁA,44
SCHEER,44
SCZYGIOL,44
SELIGOWSKA,44
SEMKIV,44
SENIUTA,44
SENKBEIL,44
SERBINA,44
SIARNOWSKA,44
SIEROTNIK,44
SILKA,44
SINORADZKA,44
SIWKIEWICZ,44
SKOPNIK,44
SKORACZEWSKA,44
SKURIAT,44
SŁAWOMIRSKA,44
SŁEMBARSKA,44
SMORĘDA,44
SMUGARZEWSKA,44
SNACKA,44
SOBLIK,44
SOBOSKA,44
SOBUSIK,44
SOCHALEWSKA,44
SOCHANOWSKA,44
SOLMIŃSKA,44
SOPART,44
SOTNIKOVA,44
SOTOWICZ,44
SPEISER,44
SPICZAK BRZEZIŃSKA,44
SPROSKA,44
SREBROWSKA,44
STACHACZYK,44
STALKE,44
STARCHENKO,44
STAROWIEJSKA,44
STARUCHOWICZ,44
STARULA,44
STELMASHCHUK,44
STEPANIK,44
STOJCZYK,44
STONCEL,44
STRĄPOĆ,44
STRUZIKOWSKA,44
SUCHONOS,44
SUKOWSKA,44
SWORSKA,44
SYBIS,44
SYED,44
SZADZIEWICZ,44
SZAFIROWSKA,44
SZAMRETA,44
SZARKIEWICZ,44
SZCZOTARSKA,44
SZCZYPIEŃ,44
SZEN,44
SZERAFIN,44
SZERMUSZYN,44
SZLUFARSKA,44
SZMIGIERA,44
SZOŁKOWSKA,44
SZTAMBLEWSKA,44
SZTANDOR,44
SZTARBAŁA,44
SZTENCEL,44
SZTOK,44
SZULCZAK,44
SZUMLICZ,44
SZUPIŃSKA,44
SZUPRYTOWSKA,44
SZWACZKIEWICZ,44
SZWAJEWSKA,44
SZWAMBER,44
SZWONKA,44
SZYTNIEWSKA,44
ŚLEDZIOWSKA,44
ŚNIEDZIEWSKA,44
ŚRODULSKA,44
ŚWIĘTA,44
TAGLEWSKA,44
TARASZKOWSKA,44
TARNACHOWICZ,44
TECHMAN,44
TELIGA,44
TESLIUK,44
TESS,44
THORZ,44
TISCHBIEREK,44
TOMOSZ,44
TRIEBS,44
TRUCHLIŃSKA,44
TRUTKOWSKA,44
TRYCZYK,44
TRZCIOŁEK,44
TRZMIELAK,44
TULO,44
TURULA,44
TUZINKIEWICZ,44
TWORKIEWICZ,44
TYMEJCZYK,44
TYMUŁA,44
UBERNA,44
UHER,44
UJAS,44
URBASZEWSKA,44
URBIŃSKA,44
URBOWICZ,44
URLICKA,44
USZKIEWICZ,44
USZLER,44
VERBITSKA,44
VOITSEKHOVSKA,44
WAKULICZ,44
WAKULIK,44
WALACHNIEWICZ,44
WALENDOWICZ,44
WALENIAK,44
WALESIENIUK,44
WALLNER,44
WARCIAREK,44
WARZĄCHOWSKA,44
WARŻEL,44
WASITA,44
WASZKINEL,44
WAŚLICKA,44
WAWRZYŃCZOK,44
WĄTŁY,44
WERESIŃSKA,44
WICH,44
WICHE,44
WIECZERZA,44
WIELANOWSKA,44
WIERTEK,44
WILCHOWSKA,44
WILKOSZYŃSKA,44
WINER,44
WIZOWSKA,44
WŁAD,44
WŁADYCZAK,44
WŁAŚNIEWSKA,44
WOJACZYŃSKA,44
WOJTUCH,44
WOLINOWSKA,44
WOZIGNÓJ,44
WRZASZCZAK,44
WUJCIKOWSKA,44
WYRZYCKA,44
WYZNER,44
YANKOVA,44
YANOVSKA,44
ZABIEGLIK,44
ZABORSZCZYK,44
ZACHEWICZ,44
ZACHOWICZ,44
ZADWORNY,44
ZAGWOCKA,44
ZAPASEK,44
ZARITSKA,44
ZDRACH,44
ZDYRSKA,44
ZELDER,44
ZEMBKO,44
ZENGOTA,44
ZERBST,44
ZERZOŃ,44
ZGRYZIEWICZ,44
ZIELEŃSKA,44
ZOREK,44
ZRAŁEK,44
ZYGAROWSKA,44
ŻARNICKA,44
ŻEBIAŁOWICZ,44
ŻEK,44
ŻERDECKA,44
ŻOLIK,44
ŻUKLIŃSKA,44
ŻYLIK,44
ÐỖ,43
ABELSKA,43
ABRYCKA,43
ADRJAN,43
ADRYJANEK,43
AJCHLER,43
AKSIUCIK,43
ALEXANDROWICZ,43
AMSOLIK,43
ANASIAK,43
ANDRASZCZYK,43
ANDREJKÓW,43
ANDRUS,43
ANDRZEJEWSKI,43
ANDURA,43
ANTOŃSKA,43
ARKHIPOVA,43
ARNISTER,43
AZAREWICZ,43
BABIICHUK,43
BADYNIAK,43
BARSZCZYŃSKA,43
BASAMANIA,43
BASZA,43
BASZNIANIN,43
BAŚNIAK,43
BATOROWSKA,43
BAUK,43
BAWAJ,43
BECZKO,43
BEDNARZEWSKA,43
BEŁCIAK,43
BENIUK,43
BENZ,43
BERCZAK,43
BERDYSZ,43
BERESTKA,43
BERESZKO,43
BEYROWSKA,43
BIELAKIEWICZ,43
BIENIARA,43
BIENIOSEK,43
BIEŃKUŃSKA,43
BIERKAT,43
BIERNACKI,43
BIHUNIAK,43
BILEK,43
BINGER,43
BŁASIKIEWICZ,43
BOCHNOWSKA,43
BOCHON,43
BODAJ,43
BODE,43
BOGACEWICZ,43
BOGDASZEWSKA,43
BOJSZCZAK,43
BOKSZCZANIN,43
BONTAL,43
BOREWICZ,43
BORSHCH,43
BORSZEWSKA,43
BORTH,43
BORTKO,43
BORULA,43
BRANDENBURG,43
BRENER,43
BUBEK,43
BUCHOWIEC,43
BUCHYNSKA,43
BUDZOŃ,43
BUKSAKOWSKA,43
BULHAKOVA,43
BULSIEWICZ,43
BURZAŃSKA,43
BUTAJŁO,43
BUTWIŁOWSKA,43
BUZDEREWICZ,43
BYBEL,43
BYSTRAM,43
BYSTRON,43
CACAJ,43
CERANEK,43
